business_id,date,code,description
95605,8/3/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
95605,8/3/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
95605,2/16/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
95605,2/16/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
95605,2/16/16,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
95605,2/16/16,27,"Standard not met. Garbage Disposal: Containers or receptacles, covered, adequate number, insect/rodent proof, frequency, clean. Outside storage area enclosures properly constructed, clean, controlled incineration."
49294,5/12/16,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
31171,6/22/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
31171,6/22/16,23,"Standard not met. Plumbing: Installed, maintained"
31171,6/22/16,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
31006,9/23/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
31008,11/5/15,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
31008,11/5/15,33,"Standard not met. Other Operations: Toxic Items properly stored, labeled, used"
31008,3/28/16,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
31008,3/28/16,23,"Standard not met. Plumbing: Installed, maintained"
31008,3/28/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
47340,10/16/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
47340,3/24/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
47340,3/24/16,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
47340,3/24/16,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
66585,1/13/16,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
66585,1/13/16,23,"Standard not met. Plumbing: Installed, maintained"
64029,5/5/16,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
96559,4/25/16,12,"Standard not met. Personnel: Clean clothes, hair restraints"
31016,12/14/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
31016,6/22/16,12,"Standard not met. Personnel: Clean clothes, hair restraints"
53940,3/29/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
61333,11/18/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
61333,11/18/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
61333,5/20/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
61333,5/20/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
61333,5/20/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
62159,11/9/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
62159,11/9/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
62159,4/22/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
62159,4/22/16,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
66256,7/30/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
66256,7/30/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
66256,7/30/15,23,"Standard not met. Plumbing: Installed, maintained"
66256,7/30/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
66256,1/12/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
66256,1/12/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
56132,11/25/15,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
56132,4/12/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
56132,4/12/16,23,"Standard not met. Plumbing: Installed, maintained"
56132,4/12/16,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
32440,11/2/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
32440,11/2/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
32440,11/2/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
32440,3/14/16,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
32440,3/14/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
32440,3/14/16,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
32440,3/14/16,23,"Standard not met. Plumbing: Installed, maintained"
69332,10/20/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
69332,10/20/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
69332,10/20/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
90402,10/13/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
90402,10/13/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
90402,6/30/16,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
37356,5/26/16,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
37356,5/26/16,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
87496,12/30/15,9,Standard not met. Food Protection: Handling of food (ice) minimized. Dispensing utensils properly stored during use.
87496,12/30/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
87496,12/30/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
87496,12/30/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
99107,7/6/16,5,Standard not met. Food Protection: Thermometers provided and conspicuous
99107,7/6/16,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
99107,7/6/16,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
84961,12/30/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
84961,12/30/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
84961,6/27/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
84961,6/27/16,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
65669,9/29/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
67302,9/29/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
67302,2/23/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
68558,9/29/15,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
68558,9/29/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
68558,9/29/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
68558,9/29/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
68558,2/23/16,5,Standard not met. Food Protection: Thermometers provided and conspicuous
68558,2/23/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
68558,2/23/16,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
82346,8/3/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
82346,8/3/15,13,Standard not met. Personnel: Supervision: Person in charge present and demonstrates knowledge of food safety principles
82346,8/3/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
82346,8/3/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
82346,8/3/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
82346,8/14/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
82346,8/14/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
82346,3/29/16,5,Standard not met. Food Protection: Thermometers provided and conspicuous
82346,3/29/16,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
82346,3/29/16,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
94470,8/5/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
94470,8/5/15,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
94470,1/26/16,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
96334,9/17/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
96334,9/17/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
96334,3/4/16,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
96334,3/4/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
98047,9/4/15,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
98047,9/4/15,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
55114,11/19/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
55114,11/19/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
55114,11/19/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
55114,5/19/16,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
55114,5/19/16,29,Standard not met. Outer Openings: Outer openings protected
32022,12/29/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
32022,12/29/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
32022,12/29/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
32022,12/29/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
32022,12/29/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
32022,5/24/16,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
32022,5/24/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
32022,5/24/16,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
93827,7/29/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
69420,9/16/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
35799,3/8/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
35799,3/8/16,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
35799,3/8/16,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
95479,6/28/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
96822,8/5/15,3,Standard not met. Food Protection: Potentially hazardous food - safe temp.
96822,8/5/15,6,Standard not met. Food Protection: Potentially hazardous food properly thawed
96822,8/5/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
96822,8/5/15,9,Standard not met. Food Protection: Handling of food (ice) minimized. Dispensing utensils properly stored during use.
96822,8/5/15,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
96822,8/5/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
96822,8/5/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
96822,8/5/15,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
96822,8/5/15,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
96822,8/5/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
96822,8/5/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
96822,8/5/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
96822,8/5/15,27,"Standard not met. Garbage Disposal: Containers or receptacles, covered, adequate number, insect/rodent proof, frequency, clean. Outside storage area enclosures properly constructed, clean, controlled incineration."
96822,8/5/15,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
96822,8/18/15,2,"Standard not met. Food Sources: Container, properly labeled"
96822,8/18/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
96822,8/18/15,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
96822,8/18/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
96822,3/3/16,2,"Standard not met. Food Sources: Container, properly labeled"
96822,3/3/16,3,Standard not met. Food Protection: Potentially hazardous food - safe temp.
96822,3/3/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
96822,3/3/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
96822,3/3/16,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
76884,9/25/15,6,Standard not met. Food Protection: Potentially hazardous food properly thawed
76884,9/25/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
76884,9/25/15,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
76884,3/8/16,4,Standard not met. Food Protection: Facilities to maintain product temp.
76884,3/8/16,12,"Standard not met. Personnel: Clean clothes, hair restraints"
76884,3/8/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
80751,10/21/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
80751,3/25/16,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
86918,12/8/15,3,Standard not met. Food Protection: Potentially hazardous food - safe temp.
86918,12/8/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
86918,12/8/15,9,Standard not met. Food Protection: Handling of food (ice) minimized. Dispensing utensils properly stored during use.
86918,12/8/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
86918,12/8/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
86918,12/8/15,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
86918,12/8/15,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
86918,12/8/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
86918,12/8/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
86918,12/8/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
86918,6/2/16,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
86918,6/2/16,3,Standard not met. Food Protection: Potentially hazardous food - safe temp.
86918,6/2/16,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
86918,6/2/16,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
86918,6/2/16,12,"Standard not met. Personnel: Clean clothes, hair restraints"
86918,6/2/16,14,"Standard not met. Food Equipment & Utensils: Food (ice) contact surfaces designed, constructed, maintained, installed"
86918,6/2/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
86918,6/2/16,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
86918,6/2/16,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
86918,6/2/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
86918,6/2/16,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
86918,6/16/16,4,Standard not met. Food Protection: Facilities to maintain product temp.
86918,6/16/16,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
86918,6/16/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
86918,6/16/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
86918,6/16/16,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
31592,9/11/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
31592,9/11/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
31592,4/14/16,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
31592,4/14/16,23,"Standard not met. Plumbing: Installed, maintained"
31592,4/14/16,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
31592,4/14/16,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
97621,1/27/16,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
97621,1/27/16,13,Standard not met. Personnel: Supervision: Person in charge present and demonstrates knowledge of food safety principles
97621,1/27/16,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
97621,2/10/16,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
81712,12/10/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
81712,12/10/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
81712,12/10/15,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
81712,5/13/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
81712,5/13/16,23,"Standard not met. Plumbing: Installed, maintained"
81712,5/13/16,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
67778,9/2/15,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
67778,9/2/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
67778,9/2/15,9,Standard not met. Food Protection: Handling of food (ice) minimized. Dispensing utensils properly stored during use.
67778,9/2/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
67778,9/2/15,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
67778,9/2/15,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
67778,9/2/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
67778,9/2/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
67778,9/2/15,28,"Standard not met. Insect, Rodent, Animal Control: No insects, rodents, birds, turtles, other animals"
67778,9/2/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
67778,9/2/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
67778,9/2/15,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
67778,9/17/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
67778,9/17/15,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
67778,9/17/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
67778,2/5/16,4,Standard not met. Food Protection: Facilities to maintain product temp.
67778,2/5/16,6,Standard not met. Food Protection: Potentially hazardous food properly thawed
67778,2/5/16,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
67778,2/5/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
67778,2/5/16,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
67778,2/5/16,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
67778,2/5/16,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
69603,2/3/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
74015,10/12/15,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
74015,10/12/15,4,Standard not met. Food Protection: Facilities to maintain product temp.
74015,10/12/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
74015,10/12/15,9,Standard not met. Food Protection: Handling of food (ice) minimized. Dispensing utensils properly stored during use.
74015,10/12/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
74015,10/12/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
74015,10/12/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
74015,10/12/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
74015,10/26/15,4,Standard not met. Food Protection: Facilities to maintain product temp.
74015,10/26/15,5,Standard not met. Food Protection: Thermometers provided and conspicuous
74015,10/26/15,9,Standard not met. Food Protection: Handling of food (ice) minimized. Dispensing utensils properly stored during use.
74015,10/26/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
74015,3/31/16,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
74015,3/31/16,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
74015,3/31/16,13,Standard not met. Personnel: Supervision: Person in charge present and demonstrates knowledge of food safety principles
74015,3/31/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
74015,3/31/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
74015,3/31/16,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
74015,3/31/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
74015,4/18/16,5,Standard not met. Food Protection: Thermometers provided and conspicuous
74015,4/18/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
74015,4/18/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
31012,8/18/15,13,Standard not met. Personnel: Supervision: Person in charge present and demonstrates knowledge of food safety principles
31012,8/18/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
31012,8/18/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
31012,9/3/15,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
31012,9/3/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
31012,3/8/16,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
